id	effectiveTime	active	moduleId	sourceId	destinationId	relationshipGroup	typeId	characteristicTypeId	modifierId
1271000003022		1	900000000000207008	13644009	75934005	0	116680003	900000000000011006	900000000000451002
1281000003024		1	900000000000207008	360232003	129265001	0	116680003	900000000000011006	900000000000451002
1291000003021		1	900000000000207008	773190007	39352004	0	116680003	900000000000011006	900000000000451002
1301000003020		1	900000000000207008	1197729004	370489002	0	116680003	900000000000011006	900000000000451002
1311000003022		1	900000000000207008	1197729004	409774005	1	116676008	900000000000011006	900000000000451002
1321000003029		1	900000000000207008	1197729004	1340143004	1	363698007	900000000000011006	900000000000451002
1331000003027		1	900000000000207008	1197729004	59049008	2	42752001	900000000000011006	900000000000451002
1341000003023		1	900000000000207008	10759111000119102	15230009	0	116680003	900000000000011006	900000000000451002
1351000003021		1	900000000000207008	10759111000119102	199203001	0	116680003	900000000000011006	900000000000451002
1361000003024		1	900000000000207008	10759111000119102	409774005	1	116676008	900000000000011006	900000000000451002
1371000003025		1	900000000000207008	10759111000119102	49872002	1	246075003	900000000000011006	900000000000451002
1381000003028		1	900000000000207008	10759111000119102	1156682000	1	246454002	900000000000011006	900000000000451002
1391000003026		1	900000000000207008	10759111000119102	10200004	1	363698007	900000000000011006	900000000000451002
1401000003028		1	900000000000207008	10759111000119102	441862004	1	370135005	900000000000011006	900000000000451002
1411000003026		1	900000000000207008	238057007	58275005	0	116680003	900000000000011006	900000000000451002
1421000003024		1	900000000000207008	238057007	10200004	1	363698007	900000000000011006	900000000000451002
1431000003021		1	900000000000207008	900000000000522004	900000000000455006	0	116680003	900000000000011006	900000000000451002
1441000003025		1	900000000000207008	36350006	107646001	0	116680003	900000000000011006	900000000000451002
1451000003027		1	900000000000207008	93469006	235878005	0	116680003	900000000000011006	900000000000451002
1461000003029		1	900000000000207008	93469006	92186001	0	116680003	900000000000011006	900000000000451002
1471000003023		1	900000000000207008	93469006	253053003	1	116676008	900000000000011006	900000000000451002
1481000003020		1	900000000000207008	93469006	303410000	1	363698007	900000000000011006	900000000000451002
1491000003022		1	900000000000207008	124080002	127325009	0	116680003	900000000000011006	900000000000451002
1501000003029		1	900000000000207008	726886004	17779003	0	116680003	900000000000011006	900000000000451002
1511000003027		1	900000000000207008	107831000119101	94381002	0	116680003	900000000000011006	900000000000451002
1521000003020		1	900000000000207008	107831000119101	64204000	1	116676008	900000000000011006	900000000000451002
1531000003022		1	900000000000207008	107831000119101	10200004	1	363698007	900000000000011006	900000000000451002
1541000003026		1	900000000000207008	269922006	15120006	0	116680003	900000000000011006	900000000000451002
1551000003028		1	900000000000207008	14914931000119107	1290081007	0	116680003	900000000000011006	900000000000451002
1561000003025		1	900000000000207008	14914931000119107	94381002	0	116680003	900000000000011006	900000000000451002
1571000003024		1	900000000000207008	14914931000119107	1335997000	1	116676008	900000000000011006	900000000000451002
1581000003021		1	900000000000207008	14914931000119107	10200004	1	363698007	900000000000011006	900000000000451002
1591000003023		1	900000000000207008	719873005	364159005	0	116680003	900000000000011006	900000000000451002
1601000003025		1	900000000000207008	719873005	782487009	0	116680003	900000000000011006	900000000000451002
1611000003028		1	900000000000207008	50384007	49872002	0	116680003	900000000000011006	900000000000451002
1621000003021		1	900000000000207008	235887001	243978007	0	116680003	900000000000011006	900000000000451002
1631000003023		1	900000000000207008	235887001	125671007	1	116676008	900000000000011006	900000000000451002
1641000003027		1	900000000000207008	235887001	10200004	1	363698007	900000000000011006	900000000000451002
1651000003029		1	900000000000207008	418797005	709656002	0	116680003	900000000000011006	900000000000451002
1661000003026		1	900000000000207008	418797005	312275004	1	260686004	900000000000011006	900000000000451002
1671000003020		1	900000000000207008	418797005	10200004	1	405813007	900000000000011006	900000000000451002
1681000003022		1	900000000000207008	76795007	57412004	0	116680003	900000000000011006	900000000000451002
1691000003024		1	900000000000207008	76795007	66071002	0	116680003	900000000000011006	900000000000451002
1701000003024		1	900000000000207008	76795007	4532008	1	116676008	900000000000011006	900000000000451002
1711000003021		1	900000000000207008	76795007	81665004	1	246075003	900000000000011006	900000000000451002
1721000003028		1	900000000000207008	76795007	10200004	1	363698007	900000000000011006	900000000000451002
1731000003026		1	900000000000207008	76795007	441862004	1	370135005	900000000000011006	900000000000451002
1741000003022		1	900000000000207008	76795007	424124008	2	263502005	900000000000011006	900000000000451002
1751000003020		1	900000000000207008	774207004	197270009	0	116680003	900000000000011006	900000000000451002
1761000003023		1	900000000000207008	774207004	85995004	0	116680003	900000000000011006	900000000000451002
1771000003029		1	900000000000207008	774207004	3658006	1	246454002	900000000000011006	900000000000451002
1781000003027		1	900000000000207008	774207004	127879008	1	363698007	900000000000011006	900000000000451002
1791000003025		1	900000000000207008	774207004	424124008	2	263502005	900000000000011006	900000000000451002
1801000003026		1	900000000000207008	371090009	127325009	0	116680003	900000000000011006	900000000000451002
1811000003029		1	900000000000207008	371090009	235856003	0	116680003	900000000000011006	900000000000451002
1821000003022		1	900000000000207008	371090009	4637005	0	116680003	900000000000011006	900000000000451002
1831000003024		1	900000000000207008	371090009	225372007	1	255234002	900000000000011006	900000000000451002
1841000003028		1	900000000000207008	371090009	90140006	2	363698007	900000000000011006	900000000000451002
1851000003025		1	900000000000207008	1230002004	1156419009	0	116680003	900000000000011006	900000000000451002
1861000003027		1	900000000000207008	1230002004	78058005	1	116676008	900000000000011006	900000000000451002
1871000003021		1	900000000000207008	1230002004	10200004	1	363698007	900000000000011006	900000000000451002
1881000003023		1	900000000000207008	40468003	3738000	0	116680003	900000000000011006	900000000000451002
1891000003020		1	900000000000207008	40468003	409774005	1	116676008	900000000000011006	900000000000451002
1901000003021		1	900000000000207008	40468003	32452004	1	246075003	900000000000011006	900000000000451002
1911000003023		1	900000000000207008	40468003	10200004	1	363698007	900000000000011006	900000000000451002
1921000003025		1	900000000000207008	40468003	441862004	1	370135005	900000000000011006	900000000000451002
1931000003028		1	900000000000207008	405559000	262797004	0	116680003	900000000000011006	900000000000451002
1941000003024		1	900000000000207008	405559000	35566002	1	116676008	900000000000011006	900000000000451002
1951000003022		1	900000000000207008	405559000	1303491005	1	363698007	900000000000011006	900000000000451002
1961000003020		1	900000000000207008	405559000	789750003	2	42752001	900000000000011006	900000000000451002
1971000003026		1	900000000000207008	783804002	49755003	0	116680003	900000000000011006	900000000000451002
1981000003029		1	900000000000207008	272656002	281470000	0	116680003	900000000000011006	900000000000451002
1991000003027		1	900000000000207008	272656002	69735007	0	116680003	900000000000011006	900000000000451002
2001000003029		1	900000000000207008	363847004	363787002	0	116680003	900000000000011006	900000000000451002
2011000003027		1	900000000000207008	1336102006	765252005	0	116680003	900000000000011006	900000000000451002
2021000003020		1	900000000000207008	1336102006	312421008	1	260686004	900000000000011006	900000000000451002
2031000003022		1	900000000000207008	1336102006	10200004	1	405813007	900000000000011006	900000000000451002
2041000003026		1	900000000000207008	1336102006	89457008	1	424361007	900000000000011006	900000000000451002
2051000003028		1	900000000000207008	1336102006	312421008	2	260686004	900000000000011006	900000000000451002
2061000003025		1	900000000000207008	1336102006	34707002	2	405813007	900000000000011006	900000000000451002
2071000003024		1	900000000000207008	1336102006	89457008	2	424361007	900000000000011006	900000000000451002
2081000003021		1	900000000000207008	271942000	20982000	0	116680003	900000000000011006	900000000000451002
2091000003023		1	900000000000207008	271942000	281157001	0	116680003	900000000000011006	900000000000451002
2101000003028		1	900000000000207008	271942000	303410000	0	116680003	900000000000011006	900000000000451002
2111000003026		1	900000000000207008	271942000	37424004	0	116680003	900000000000011006	900000000000451002
2121000003024		1	900000000000207008	900000000000460005	900000000000459000	0	116680003	900000000000011006	900000000000451002
2131000003021		1	900000000000207008	441491005	105377009	0	116680003	900000000000011006	900000000000451002
2141000003025		1	900000000000207008	441491005	448764002	0	116680003	900000000000011006	900000000000451002
2151000003027		1	900000000000207008	441491005	278292003	1	260686004	900000000000011006	900000000000451002
2161000003029		1	900000000000207008	441491005	10200004	1	405813007	900000000000011006	900000000000451002
2171000003023		1	900000000000207008	93426003	249565005	0	116680003	900000000000011006	900000000000451002
2181000003020		1	900000000000207008	93426003	263654008	1	363713009	900000000000011006	900000000000451002
2191000003022		1	900000000000207008	93426003	703247007	1	363714003	900000000000011006	900000000000451002
2201000003024		1	900000000000207008	93426003	10200004	2	363698007	900000000000011006	900000000000451002
2211000003021		1	900000000000207008	715141007	36195005	0	116680003	900000000000011006	900000000000451002
2221000003028		1	900000000000207008	715141007	64770007	0	116680003	900000000000011006	900000000000451002
2231000003026		1	900000000000207008	705057003	362981000	0	116680003	900000000000011006	900000000000451002
2241000003022		1	900000000000207008	370132008	762705008	0	116680003	900000000000011006	900000000000451002
2251000003020		1	900000000000207008	279962006	45306004	0	116680003	900000000000011006	900000000000451002
2261000003023		1	900000000000207008	63264007	1240414004	0	116680003	900000000000011006	900000000000451002
2271000003029		1	900000000000207008	7265005	6075009	0	116680003	900000000000011006	900000000000451002
2281000003027		1	900000000000207008	7265005	85995004	0	116680003	900000000000011006	900000000000451002
2291000003025		1	900000000000207008	7265005	255399007	1	246454002	900000000000011006	900000000000451002
2301000003026		1	900000000000207008	7265005	10200004	2	363698007	900000000000011006	900000000000451002
2311000003029		1	900000000000207008	262086009	371791001	0	116680003	900000000000011006	900000000000451002
2321000003022		1	900000000000207008	279948004	279945001	0	116680003	900000000000011006	900000000000451002
2331000003024		1	900000000000207008	11350001	87248009	0	116680003	900000000000011006	900000000000451002
2341000003028		1	900000000000207008	11350001	76319000	1	116676008	900000000000011006	900000000000451002
2351000003025		1	900000000000207008	11350001	10200004	1	363698007	900000000000011006	900000000000451002
2361000003027		1	900000000000207008	27515001	37782003	0	116680003	900000000000011006	900000000000451002
2371000003021		1	900000000000207008	444698008	260787004	0	116680003	900000000000011006	900000000000451002
2381000003023		1	900000000000207008	82353009	40733004	0	116680003	900000000000011006	900000000000451002
2391000003020		1	900000000000207008	82353009	66091009	0	116680003	900000000000011006	900000000000451002
2401000003023		1	900000000000207008	82353009	255399007	1	246454002	900000000000011006	900000000000451002
2411000003020		1	900000000000207008	82353009	441862004	1	370135005	900000000000011006	900000000000451002
2421000003027		1	900000000000207008	721716004	1260050006	0	116680003	900000000000011006	900000000000451002
2431000003025		1	900000000000207008	721716004	95214007	0	116680003	900000000000011006	900000000000451002
2441000003021		1	900000000000207008	721716004	70179006	1	116676008	900000000000011006	900000000000451002
2451000003024		1	900000000000207008	721716004	90140006	1	363698007	900000000000011006	900000000000451002
2461000003022		1	900000000000207008	721716004	1234914003	1	370135005	900000000000011006	900000000000451002
2471000003028		1	900000000000207008	43865008	4532008	0	116680003	900000000000011006	900000000000451002
2481000003026		1	900000000000207008	43865008	50960005	0	116680003	900000000000011006	900000000000451002
2491000003029		1	900000000000207008	667009	91723000	0	116680003	900000000000011006	900000000000451002
2501000003022		1	900000000000207008	19264002	2909002	0	116680003	900000000000011006	900000000000451002
2511000003024		1	900000000000207008	19264002	314246009	0	116680003	900000000000011006	900000000000451002
2521000003026		1	900000000000207008	19264002	48521005	0	116680003	900000000000011006	900000000000451002
2531000003029		1	900000000000207008	197268000	197269008	0	116680003	900000000000011006	900000000000451002
2541000003020		1	900000000000207008	197268000	197274000	0	116680003	900000000000011006	900000000000451002
2551000003023		1	900000000000207008	197268000	2052000	1	116676008	900000000000011006	900000000000451002
2561000003021		1	900000000000207008	197268000	10200004	1	363698007	900000000000011006	900000000000451002
2571000003027		1	900000000000207008	197268000	33851008	2	116676008	900000000000011006	900000000000451002
2581000003025		1	900000000000207008	197268000	10200004	2	363698007	900000000000011006	900000000000451002
2591000003028		1	900000000000207008	197268000	19939008	3	263502005	900000000000011006	900000000000451002
2601000003021		1	900000000000207008	197268000	424124008	4	263502005	900000000000011006	900000000000451002
2611000003023		1	900000000000207008	59049008	128121009	0	116680003	900000000000011006	900000000000451002
2621000003025		1	900000000000207008	59049008	362965005	0	116680003	900000000000011006	900000000000451002
2631000003028		1	900000000000207008	59049008	22943007	1	363698007	900000000000011006	900000000000451002
2641000003024		1	900000000000207008	59049008	91689009	2	363698007	900000000000011006	900000000000451002
2651000003022		1	900000000000207008	15230009	198609003	0	116680003	900000000000011006	900000000000451002
2661000003020		1	900000000000207008	15230009	235856003	0	116680003	900000000000011006	900000000000451002
2671000003026		1	900000000000207008	15230009	1156670009	1	246454002	900000000000011006	900000000000451002
2681000003029		1	900000000000207008	15230009	10200004	1	363698007	900000000000011006	900000000000451002
2691000003027		1	900000000000207008	1204320005	34707002	0	116680003	900000000000011006	900000000000451002
2701000003027		1	900000000000207008	69265003	6574001	0	116680003	900000000000011006	900000000000451002
2711000003025		1	900000000000207008	27925004	4147007	0	116680003	900000000000011006	900000000000451002
2721000003023		1	900000000000207008	67540009	5665001	0	116680003	900000000000011006	900000000000451002
2731000003020		1	900000000000207008	67540009	182353008	0	272741003	900000000000011006	900000000000451002
2741000003029		1	900000000000207008	279954003	279944002	0	116680003	900000000000011006	900000000000451002
2751000003026		1	900000000000207008	279954003	24028007	0	272741003	900000000000011006	900000000000451002
2761000003028		1	900000000000207008	34798003	243978007	0	116680003	900000000000011006	900000000000451002
2771000003022		1	900000000000207008	34798003	64789007	0	116680003	900000000000011006	900000000000451002
2781000003024		1	900000000000207008	34798003	37782003	1	116676008	900000000000011006	900000000000451002
2791000003021		1	900000000000207008	34798003	10200004	1	363698007	900000000000011006	900000000000451002
2801000003020		1	900000000000207008	34798003	773760007	2	42752001	900000000000011006	900000000000451002
2811000003022		1	900000000000207008	1344997009	71388002	0	116680003	900000000000011006	900000000000451002
2821000003029		1	900000000000207008	224958001	64572001	0	116680003	900000000000011006	900000000000451002
2831000003027		1	900000000000207008	424226004	405815000	0	116680003	900000000000011006	900000000000451002
2841000003023		1	900000000000207008	297255007	297252005	0	116680003	900000000000011006	900000000000451002
2851000003021		1	900000000000207008	297255007	255399007	1	246454002	900000000000011006	900000000000451002
2861000003024		1	900000000000207008	297255007	10200004	1	363698007	900000000000011006	900000000000451002
2871000003025		1	900000000000207008	129265001	129264002	0	116680003	900000000000011006	900000000000451002
2881000003028		1	900000000000207008	300335009	249565005	0	116680003	900000000000011006	900000000000451002
2891000003026		1	900000000000207008	300335009	10200004	1	363698007	900000000000011006	900000000000451002
2901000003025		1	900000000000207008	128121009	302292003	0	116680003	900000000000011006	900000000000451002
2911000003028		1	900000000000207008	128121009	64572001	0	116680003	900000000000011006	900000000000451002
2921000003021		1	900000000000207008	128121009	22943007	1	363698007	900000000000011006	900000000000451002
2931000003023		1	900000000000207008	1186727009	1156684004	0	116680003	900000000000011006	900000000000451002
2941000003027		1	900000000000207008	370490006	370489002	0	116680003	900000000000011006	900000000000451002
2951000003029		1	900000000000207008	370490006	409774005	1	116676008	900000000000011006	900000000000451002
2961000003026		1	900000000000207008	370490006	10200004	1	363698007	900000000000011006	900000000000451002
2971000003020		1	900000000000207008	370490006	409774005	2	116676008	900000000000011006	900000000000451002
2981000003022		1	900000000000207008	370490006	34707002	2	363698007	900000000000011006	900000000000451002
2991000003024		1	900000000000207008	370490006	424124008	3	263502005	900000000000011006	900000000000451002
3001000003023		1	900000000000207008	89580002	19943007	0	116680003	900000000000011006	900000000000451002
3011000003020		1	900000000000207008	89580002	41969006	0	116680003	900000000000011006	900000000000451002
3021000003027		1	900000000000207008	89580002	57977008	1	116676008	900000000000011006	900000000000451002
3031000003025		1	900000000000207008	89580002	10200004	1	363698007	900000000000011006	900000000000451002
3041000003021		1	900000000000207008	89580002	64770007	2	116676008	900000000000011006	900000000000451002
3051000003024		1	900000000000207008	89580002	10200004	2	363698007	900000000000011006	900000000000451002
3061000003022		1	900000000000207008	89580002	255314001	3	263502005	900000000000011006	900000000000451002
3071000003028		1	900000000000207008	243796009	138875005	0	116680003	900000000000011006	900000000000451002
3081000003026		1	900000000000207008	730962004	279932000	0	116680003	900000000000011006	900000000000451002
3091000003029		1	900000000000207008	900000000000441003	138875005	0	116680003	900000000000011006	900000000000451002
3101000003024		1	900000000000207008	103388001	362981000	0	116680003	900000000000011006	900000000000451002
3111000003021		1	900000000000207008	76301009	19943007	0	116680003	900000000000011006	900000000000451002
3121000003028		1	900000000000207008	76301009	57977008	1	116676008	900000000000011006	900000000000451002
3131000003026		1	900000000000207008	76301009	10200004	1	363698007	900000000000011006	900000000000451002
3141000003022		1	900000000000207008	76301009	64770007	2	116676008	900000000000011006	900000000000451002
3151000003020		1	900000000000207008	76301009	10200004	2	363698007	900000000000011006	900000000000451002
3161000003023		1	900000000000207008	76301009	255314001	3	263502005	900000000000011006	900000000000451002
3171000003029		1	900000000000207008	49755003	123037004	0	116680003	900000000000011006	900000000000451002
3181000003027		1	900000000000207008	52988006	49755003	0	116680003	900000000000011006	900000000000451002
3191000003025		1	900000000000207008	62413002	113343008	0	116680003	900000000000011006	900000000000451002
3201000003028		1	900000000000207008	62413002	66019005	0	116680003	900000000000011006	900000000000451002
3211000003026		1	900000000000207008	62413002	91689009	0	116680003	900000000000011006	900000000000451002
3221000003024		1	900000000000207008	62413002	182353008	0	272741003	900000000000011006	900000000000451002
3231000003021		1	900000000000207008	716756004	1256090000	0	116680003	900000000000011006	900000000000451002
3241000003025		1	900000000000207008	716756004	432226009	0	116680003	900000000000011006	900000000000451002
3251000003027		1	900000000000207008	716756004	103388001	1	260507000	900000000000011006	900000000000451002
3261000003029		1	900000000000207008	716756004	257729003	1	260686004	900000000000011006	900000000000451002
3271000003023		1	900000000000207008	716756004	108369006	1	363700003	900000000000011006	900000000000451002
3281000003020		1	900000000000207008	716756004	10200004	1	405813007	900000000000011006	900000000000451002
3291000003022		1	900000000000207008	716756004	701606009	1	424226004	900000000000011006	900000000000451002
3301000003021		1	900000000000207008	716756004	312251004	2	260686004	900000000000011006	900000000000451002
3311000003023		1	900000000000207008	716756004	108369006	2	363700003	900000000000011006	900000000000451002
3321000003025		1	900000000000207008	716756004	429892002	2	363703001	900000000000011006	900000000000451002
3331000003028		1	900000000000207008	716756004	10200004	2	405813007	900000000000011006	900000000000451002
3341000003024		1	900000000000207008	300338006	249565005	0	116680003	900000000000011006	900000000000451002
3351000003022		1	900000000000207008	300338006	10200004	1	363698007	900000000000011006	900000000000451002
3361000003020		1	900000000000207008	243978007	300331000	0	116680003	900000000000011006	900000000000451002
3371000003026		1	900000000000207008	243978007	39400004	0	116680003	900000000000011006	900000000000451002
3381000003029		1	900000000000207008	243978007	37782003	1	116676008	900000000000011006	900000000000451002
3391000003027		1	900000000000207008	243978007	10200004	1	363698007	900000000000011006	900000000000451002
3401000003029		1	900000000000207008	279971002	38034003	0	116680003	900000000000011006	900000000000451002
3411000003027		1	900000000000207008	279971002	48536008	0	116680003	900000000000011006	900000000000451002
3421000003020		1	900000000000207008	409822003	410607006	0	116680003	900000000000011006	900000000000451002
3431000003022		1	900000000000207008	16763008	897152007	0	116680003	900000000000011006	900000000000451002
3441000003026		1	900000000000207008	16763008	50960005	1	116676008	900000000000011006	900000000000451002
3451000003028		1	900000000000207008	16763008	10200004	1	363698007	900000000000011006	900000000000451002
3461000003025		1	900000000000207008	1303491005	119216005	0	116680003	900000000000011006	900000000000451002
3471000003024		1	900000000000207008	1303491005	2969000	0	116680003	900000000000011006	900000000000451002
3481000003021		1	900000000000207008	363703001	762705008	0	116680003	900000000000011006	900000000000451002
3491000003023		1	900000000000207008	13265006	45042004	0	116680003	900000000000011006	900000000000451002
3501000003025		1	900000000000207008	13265006	76795007	0	116680003	900000000000011006	900000000000451002
3511000003028		1	900000000000207008	13265006	4532008	1	116676008	900000000000011006	900000000000451002
3521000003021		1	900000000000207008	13265006	81665004	1	246075003	900000000000011006	900000000000451002
3531000003023		1	900000000000207008	13265006	10200004	1	363698007	900000000000011006	900000000000451002
3541000003027		1	900000000000207008	13265006	441862004	1	370135005	900000000000011006	900000000000451002
3551000003029		1	900000000000207008	13265006	18131002	2	263502005	900000000000011006	900000000000451002
3561000003026		1	900000000000207008	116005007	362937008	0	116680003	900000000000011006	900000000000451002
3571000003020		1	900000000000207008	721712002	408335007	0	116680003	900000000000011006	900000000000451002
3581000003022		1	900000000000207008	721712002	409774005	1	116676008	900000000000011006	900000000000451002
3591000003024		1	900000000000207008	721712002	10200004	1	363698007	900000000000011006	900000000000451002
3601000003026		1	900000000000207008	721712002	263680009	1	370135005	900000000000011006	900000000000451002
3611000003029		1	900000000000207008	262801003	235887001	0	116680003	900000000000011006	900000000000451002
3621000003022		1	900000000000207008	262801003	125671007	1	116676008	900000000000011006	900000000000451002
3631000003024		1	900000000000207008	262801003	10200004	1	363698007	900000000000011006	900000000000451002
3641000003028		1	900000000000207008	81391006	54780008	0	116680003	900000000000011006	900000000000451002
3651000003025		1	900000000000207008	81391006	360037004	1	260686004	900000000000011006	900000000000451002
3661000003027		1	900000000000207008	81391006	297287005	1	405813007	900000000000011006	900000000000451002
3671000003021		1	900000000000207008	81391006	360037004	2	260686004	900000000000011006	900000000000451002
3681000003023		1	900000000000207008	81391006	303410000	2	405813007	900000000000011006	900000000000451002
3691000003020		1	900000000000207008	1340091001	1340088001	0	116680003	900000000000011006	900000000000451002
3701000003020		1	900000000000207008	395894004	23459009	0	116680003	900000000000011006	900000000000451002
3711000003022		1	900000000000207008	395894004	43239002	0	738774007	900000000000011006	900000000000451002
3721000003029		1	900000000000207008	395894004	766778009	0	738774007	900000000000011006	900000000000451002
3731000003027		1	900000000000207008	95555006	414025005	0	116680003	900000000000011006	900000000000451002
3741000003023		1	900000000000207008	95555006	419616000	0	116680003	900000000000011006	900000000000451002
3751000003021		1	900000000000207008	95555006	37782003	1	116676008	900000000000011006	900000000000451002
3761000003024		1	900000000000207008	95555006	255407002	1	246454002	900000000000011006	900000000000451002
3771000003025		1	900000000000207008	95555006	10200004	1	363698007	900000000000011006	900000000000451002
3781000003028		1	900000000000207008	63207002	360560000	0	116680003	900000000000011006	900000000000451002
3791000003026		1	900000000000207008	1295517006	74162007	0	116680003	900000000000011006	900000000000451002
3801000003027		1	900000000000207008	1295517006	713152004	1	246454002	900000000000011006	900000000000451002
3811000003025		1	900000000000207008	1295517006	90140006	1	363698007	900000000000011006	900000000000451002
3821000003023		1	900000000000207008	1295517006	255314001	2	263502005	900000000000011006	900000000000451002
3831000003020		1	900000000000207008	31871009	116224001	0	116680003	900000000000011006	900000000000451002
3841000003029		1	900000000000207008	312337001	360037004	0	116680003	900000000000011006	900000000000451002
3851000003026		1	900000000000207008	730947001	277959000	0	116680003	900000000000011006	900000000000451002
3861000003028		1	900000000000207008	17779003	13803006	0	116680003	900000000000011006	900000000000451002
3871000003022		1	900000000000207008	17779003	88391003	0	116680003	900000000000011006	900000000000451002
3881000003024		1	900000000000207008	300333002	106147001	0	116680003	900000000000011006	900000000000451002
3891000003021		1	900000000000207008	300333002	249565005	0	116680003	900000000000011006	900000000000451002
3901000003022		1	900000000000207008	300333002	10200004	1	363698007	900000000000011006	900000000000451002
3911000003024		1	900000000000207008	282290005	363787002	0	116680003	900000000000011006	900000000000451002
3921000003026		1	900000000000207008	432226009	241549007	0	116680003	900000000000011006	900000000000451002
3931000003029		1	900000000000207008	432226009	387713003	0	116680003	900000000000011006	900000000000451002
3941000003020		1	900000000000207008	432226009	257729003	1	260686004	900000000000011006	900000000000451002
3951000003023		1	900000000000207008	432226009	52988006	1	363700003	900000000000011006	900000000000451002
3961000003021		1	900000000000207008	432226009	10200004	1	405813007	900000000000011006	900000000000451002
3971000003027		1	900000000000207008	432226009	312251004	2	260686004	900000000000011006	900000000000451002
3981000003025		1	900000000000207008	432226009	52988006	2	363700003	900000000000011006	900000000000451002
3991000003028		1	900000000000207008	432226009	429892002	2	363703001	900000000000011006	900000000000451002
4001000003020		1	900000000000207008	432226009	10200004	2	405813007	900000000000011006	900000000000451002
4011000003022		1	900000000000207008	717155003	433237003	0	116680003	900000000000011006	900000000000451002
4021000003029		1	900000000000207008	717155003	4637005	0	116680003	900000000000011006	900000000000451002
4031000003027		1	900000000000207008	717155003	762278005	0	116680003	900000000000011006	900000000000451002
4041000003023		1	900000000000207008	717155003	255407002	1	246454002	900000000000011006	900000000000451002
4051000003021		1	900000000000207008	717155003	90140006	2	363698007	900000000000011006	900000000000451002
4061000003024		1	900000000000207008	717155003	429735007	3	42752001	900000000000011006	900000000000451002
4071000003025		1	900000000000207008	419680004	1287906003	0	116680003	900000000000011006	900000000000451002
4081000003028		1	900000000000207008	419680004	55612007	0	116680003	900000000000011006	900000000000451002
4091000003026		1	900000000000207008	419680004	709656002	0	116680003	900000000000011006	900000000000451002
4101000003021		1	900000000000207008	419680004	312275004	1	260686004	900000000000011006	900000000000451002
4111000003023		1	900000000000207008	419680004	8993003	1	405813007	900000000000011006	900000000000451002
4121000003025		1	900000000000207008	419680004	385420005	1	424361007	900000000000011006	900000000000451002
4131000003028		1	900000000000207008	47605009	37782003	0	116680003	900000000000011006	900000000000451002
4141000003024		1	900000000000207008	26928007	245378000	0	116680003	900000000000011006	900000000000451002
4151000003022		1	900000000000207008	26928007	277958008	0	116680003	900000000000011006	900000000000451002
4161000003020		1	900000000000207008	122456005	260787004	0	116680003	900000000000011006	900000000000451002
4171000003026		1	900000000000207008	360037004	129265001	0	116680003	900000000000011006	900000000000451002
4181000003029		1	900000000000207008	900000000000482003	900000000000481005	0	116680003	900000000000011006	900000000000451002
4191000003027		1	900000000000207008	900000000000482003	900000000000493001	0	116680003	900000000000011006	900000000000451002
4201000003025		1	900000000000207008	900000000000482003	900000000000546006	0	116680003	900000000000011006	900000000000451002
