id	effectiveTime	active	moduleId	definitionStatusId
55464009	20020131	1	900000000000207008	900000000000074008
55612007	20020131	1	900000000000207008	900000000000073002
55641003	20020131	1	900000000000207008	900000000000074008
55903007	20020131	1	900000000000207008	900000000000074008
56019007	20020131	1	900000000000207008	900000000000074008
56246009	20020131	1	900000000000207008	900000000000074008
56265001	20020131	1	900000000000207008	900000000000073002
56381008	20020131	1	900000000000207008	900000000000074008
56459004	20020131	1	900000000000207008	900000000000074008
56596006	20020131	1	900000000000207008	900000000000074008
56732008	20020131	1	900000000000207008	900000000000074008
57048009	20020131	1	900000000000207008	900000000000074008
57339008	20020131	1	900000000000207008	900000000000073002
57412004	20020131	1	900000000000207008	900000000000073002
57627008	20020131	1	900000000000207008	900000000000074008
57661005	20020131	1	900000000000207008	900000000000074008
57757007	20020131	1	900000000000207008	900000000000074008
57797005	20020131	1	900000000000207008	900000000000074008
57977008	20020131	1	900000000000207008	900000000000074008
58008004	20020131	1	900000000000207008	900000000000074008
58275005	20020131	1	900000000000207008	900000000000074008
58282009	20200131	1	900000000000207008	900000000000073002
58471003	20020131	1	900000000000207008	900000000000074008
58501004	20020131	1	900000000000207008	900000000000074008
58583003	20020131	1	900000000000207008	900000000000074008
58994008	20020131	1	900000000000207008	900000000000073002
59049008	20020131	1	900000000000207008	900000000000073002
59091005	20020131	1	900000000000207008	900000000000074008
59229005	20020131	1	900000000000207008	900000000000074008
59380008	20020131	1	900000000000207008	900000000000074008
59576002	20020131	1	900000000000207008	900000000000074008
59583009	20020131	1	900000000000207008	900000000000074008
59652004	20020131	1	900000000000207008	900000000000074008
59820001	20020131	1	900000000000207008	900000000000074008
59919008	20020131	1	900000000000207008	900000000000074008
59927004	20020131	1	900000000000207008	900000000000074008
60037002	20190131	1	900000000000207008	900000000000073002
60039004	20020131	1	900000000000207008	900000000000074008
60152006	20020131	1	900000000000207008	900000000000074008
60737008	20020131	1	900000000000207008	900000000000074008
61042004	20020131	1	900000000000207008	900000000000074008
61164006	20020131	1	900000000000207008	900000000000074008
61250001	20020131	1	900000000000207008	900000000000074008
61460008	20020131	1	900000000000207008	900000000000074008
61598006	20020131	1	900000000000207008	900000000000074008
61660003	20020131	1	900000000000207008	900000000000074008
61860000	20020131	1	900000000000207008	900000000000074008
61977001	20020731	1	900000000000207008	900000000000073002
62064005	20020131	1	900000000000207008	900000000000074008
62216007	20020731	1	900000000000207008	900000000000074008
62413002	20020131	1	900000000000207008	900000000000074008
62459000	20020131	1	900000000000207008	900000000000074008
62484002	20040731	1	900000000000207008	900000000000073002
62662008	20020131	1	900000000000207008	900000000000074008
62834003	20020131	1	900000000000207008	900000000000074008
62919005	20020131	1	900000000000207008	900000000000074008
62944002	20020131	1	900000000000207008	900000000000074008
62972009	20020131	1	900000000000207008	900000000000073002
63207002	20020131	1	900000000000207008	900000000000074008
63246000	20020131	1	900000000000207008	900000000000074008
63264007	20020131	1	900000000000207008	900000000000074008
63816008	20240901	1	900000000000207008	900000000000073002
64033007	20020131	1	900000000000207008	900000000000074008
64067002	20020131	1	900000000000207008	900000000000074008
64204000	20020131	1	900000000000207008	900000000000074008
64281006	20020131	1	900000000000207008	900000000000074008
64572001	20020131	1	900000000000207008	900000000000074008
64638002	20020131	1	900000000000207008	900000000000073002
64770007	20020131	1	900000000000207008	900000000000074008
64789007	20020131	1	900000000000207008	900000000000074008
65017003	20020131	1	900000000000207008	900000000000074008
65094009	20020131	1	900000000000207008	900000000000074008
65205008	20020131	1	900000000000207008	900000000000074008
65324009	20020131	1	900000000000207008	900000000000073002
65617004	20020131	1	900000000000207008	900000000000074008
65706005	20020131	1	900000000000207008	900000000000074008
65765007	20020131	1	900000000000207008	900000000000074008
65860006	20020131	1	900000000000207008	900000000000073002
65922001	20020131	1	900000000000207008	900000000000074008
66008007	20020131	1	900000000000207008	900000000000074008
66019005	20020131	1	900000000000207008	900000000000074008
66071002	20020131	1	900000000000207008	900000000000073002
66091009	20020731	1	900000000000207008	900000000000073002
66146003	20020131	1	900000000000207008	900000000000074008
66229009	20020131	1	900000000000207008	900000000000074008
66696003	20020131	1	900000000000207008	900000000000074008
66754008	20020131	1	900000000000207008	900000000000074008
66789005	20020131	1	900000000000207008	900000000000074008
66870002	20020731	1	900000000000207008	900000000000073002
66937008	20020131	1	900000000000207008	900000000000074008
67251005	20080731	1	900000000000207008	900000000000073002
67435004	20020131	1	900000000000207008	900000000000074008
67540009	20020131	1	900000000000207008	900000000000074008
67656006	20020131	1	900000000000207008	900000000000074008
67734004	20020131	1	900000000000207008	900000000000074008
67830002	20020131	1	900000000000207008	900000000000074008
68221002	20020131	1	900000000000207008	900000000000074008
68704007	20020131	1	900000000000207008	900000000000074008
68790008	20020131	1	900000000000207008	900000000000074008
68932007	20020131	1	900000000000207008	900000000000074008
69039008	20020131	1	900000000000207008	900000000000074008
69265003	20020131	1	900000000000207008	900000000000074008
69421009	20020131	1	900000000000207008	900000000000074008
69735007	20020131	1	900000000000207008	900000000000074008
69800000	20030131	1	900000000000207008	900000000000073002
69842003	20020131	1	900000000000207008	900000000000074008
70179006	20020131	1	900000000000207008	900000000000074008
70253006	20020131	1	900000000000207008	900000000000074008
70286005	20020131	1	900000000000207008	900000000000074008
70668000	20020131	1	900000000000207008	900000000000073002
70737009	20020131	1	900000000000207008	900000000000074008
71133005	20020131	1	900000000000207008	900000000000074008
71148004	20020131	1	900000000000207008	900000000000074008
71215005	20020131	1	900000000000207008	900000000000074008
71273005	20020731	1	900000000000207008	900000000000073002
71388002	20020131	1	900000000000207008	900000000000074008
71405002	20020131	1	900000000000207008	900000000000074008
71650008	20020131	1	900000000000207008	900000000000074008
71728002	20020131	1	900000000000207008	900000000000073002
71987003	20020131	1	900000000000207008	900000000000074008
72083004	20020131	1	900000000000207008	900000000000074008
72231004	20020131	1	900000000000207008	900000000000074008
72410000	20020131	1	900000000000207008	900000000000074008
72445008	20020131	1	900000000000207008	900000000000074008
72454006	20020131	1	900000000000207008	900000000000074008
72704001	20020131	1	900000000000207008	900000000000074008
72904005	20020131	1	900000000000207008	900000000000074008
72914001	20020131	1	900000000000207008	900000000000074008
72925005	20020131	1	900000000000207008	900000000000073002
73146005	20020131	1	900000000000207008	900000000000074008
73426008	20080731	1	900000000000207008	900000000000073002
73829009	20020131	1	900000000000207008	900000000000074008
73931004	20020131	1	900000000000207008	900000000000074008
74052002	20020131	1	900000000000207008	900000000000074008
74162007	20020131	1	900000000000207008	900000000000074008
74281007	20020131	1	900000000000207008	900000000000074008
74400008	20020131	1	900000000000207008	900000000000073002
74669004	20210131	1	900000000000207008	900000000000073002
74848003	20020131	1	900000000000207008	900000000000074008
74965008	20020131	1	900000000000207008	900000000000074008
75119003	20020131	1	900000000000207008	900000000000073002
75183008	20080731	1	900000000000207008	900000000000073002
75358002	20020131	1	900000000000207008	900000000000074008
75478009	20020131	1	900000000000207008	900000000000074008
75594004	20020131	1	900000000000207008	900000000000074008
75889009	20020131	1	900000000000207008	900000000000074008
75934005	20020131	1	900000000000207008	900000000000074008
76015000	20020131	1	900000000000207008	900000000000074008
76197007	20020131	1	900000000000207008	900000000000074008
76202000	20020131	1	900000000000207008	900000000000074008
76272004	20020131	1	900000000000207008	900000000000073002
76281005	20020131	1	900000000000207008	900000000000073002
76301009	20020131	1	900000000000207008	900000000000074008
76319000	20020131	1	900000000000207008	900000000000074008
76726002	20020131	1	900000000000207008	900000000000074008
76783007	20020131	1	900000000000207008	900000000000073002
76795007	20020131	1	900000000000207008	900000000000073002
76919008	20020131	1	900000000000207008	900000000000074008
77465005	20020131	1	900000000000207008	900000000000073002
77622001	20020131	1	900000000000207008	900000000000074008
77638007	20020131	1	900000000000207008	900000000000074008
77981007	20080731	1	900000000000207008	900000000000073002
78000005	20020131	1	900000000000207008	900000000000074008
78058005	20020131	1	900000000000207008	900000000000074008
78076003	20020131	1	900000000000207008	900000000000074008
78171005	20020131	1	900000000000207008	900000000000073002
78208005	20210131	1	900000000000207008	900000000000073002
78220002	20020131	1	900000000000207008	900000000000074008
78475006	20020131	1	900000000000207008	900000000000074008
78548001	20020131	1	900000000000207008	900000000000074008
78621006	20020131	1	900000000000207008	900000000000074008
78696007	20020131	1	900000000000207008	900000000000074008
78961009	20020131	1	900000000000207008	900000000000074008
79031007	20040731	1	900000000000207008	900000000000074008
79036002	20020131	1	900000000000207008	900000000000074008
79108005	20020131	1	900000000000207008	900000000000074008
79282002	20020131	1	900000000000207008	900000000000074008
79552009	20020131	1	900000000000207008	900000000000073002
79607001	20020131	1	900000000000207008	900000000000073002
79720007	20020131	1	900000000000207008	900000000000074008
79886009	20020131	1	900000000000207008	900000000000074008
79984008	20020131	1	900000000000207008	900000000000074008
80006005	20020131	1	900000000000207008	900000000000074008
80303005	20020131	1	900000000000207008	900000000000074008
80378000	20050131	1	900000000000207008	900000000000073002
80391004	20020131	1	900000000000207008	900000000000074008
80515008	20020131	1	900000000000207008	900000000000073002
80656004	20020131	1	900000000000207008	900000000000074008
80660001	20020131	1	900000000000207008	900000000000074008
80770009	20150731	1	900000000000207008	900000000000073002
80891009	20020131	1	900000000000207008	900000000000074008
81040000	20020131	1	900000000000207008	900000000000074008
81151002	20020131	1	900000000000207008	900000000000074008
